date,expiry,symbol,contractSymbol,type,inTheMoney,strike,bid,ask,last,underlying,iv_mkt,rate,div_yield,volume,openInterest,lastTradeDate,quote_age_hours,mid,T
2025-12-01 21:00:00+00:00,2025-12-05 00:00:00+00:00,AVGO,AVGO251205C00185000,call,True,185.0,199.7,203.0,206.19,402.9599914550781,2.685550161132813,0.03626442531236146,0.005856660834933267,8.0,22.0,2025-12-01 18:37:49+00:00,2.3697222222222223,201.35,0.00821917808219178
2025-12-01 21:00:00+00:00,2025-12-05 00:00:00+00:00,AVGO,AVGO251205C00190000,call,True,190.0,194.5,198.0,195.2,402.9599914550781,2.4531288671875,0.03626442531236146,0.005856660834933267,1.0,1.0,2025-11-25 14:30:17+00:00,150.49527777777777,196.25,0.00821917808219178
2025-12-01 21:00:00+00:00,2025-12-05 00:00:00+00:00,AVGO,AVGO251205C00200000,call,True,200.0,184.45,188.15,187.0,402.9599914550781,2.3593791015624994,0.03626442531236146,0.005856660834933267,2.0,37.0,2025-11-25 20:49:59+00:00,144.16694444444445,186.3,0.00821917808219178
2025-12-01 21:00:00+00:00,2025-12-05 00:00:00+00:00,AVGO,AVGO251205C00215000,call,True,215.0,169.8,172.8,172.36,402.9599914550781,2.1210984472656245,0.03626442531236146,0.005856660834933267,4.0,1.0,2025-12-01 20:09:43+00:00,0.8380555555555556,171.3,0.00821917808219178
2025-12-01 21:00:00+00:00,2025-12-05 00:00:00+00:00,AVGO,AVGO251205C00230000,call,True,230.0,154.55,157.8,145.0,402.9599914550781,1.71875140625,0.03626442531236146,0.005856660834933267,10.0,10.0,2025-10-31 14:14:06+00:00,750.765,156.175,0.00821917808219178
2025-12-01 21:00:00+00:00,2025-12-05 00:00:00+00:00,AVGO,AVGO251205C00240000,call,True,240.0,144.6,148.05,146.71,402.9599914550781,1.78125109375,0.03626442531236146,0.005856660834933267,2.0,12.0,2025-12-01 20:49:01+00:00,0.18305555555555555,146.325,0.00821917808219178
2025-12-01 21:00:00+00:00,2025-12-05 00:00:00+00:00,AVGO,AVGO251205C00245000,call,True,245.0,139.55,143.05,141.72,402.9599914550781,1.6875015625,0.03626442531236146,0.005856660834933267,4.0,14.0,2025-12-01 20:49:01+00:00,0.18305555555555555,141.3,0.00821917808219178
2025-12-01 21:00:00+00:00,2025-12-05 00:00:00+00:00,AVGO,AVGO251205C00250000,call,True,250.0,134.65,138.05,137.4,402.9599914550781,1.6640641796875002,0.03626442531236146,0.005856660834933267,6.0,7.0,2025-12-01 20:13:05+00:00,0.7819444444444444,136.35000000000002,0.00821917808219178
2025-12-01 21:00:00+00:00,2025-12-05 00:00:00+00:00,AVGO,AVGO251205C00255000,call,True,255.0,129.55,133.05,132.41,402.9599914550781,1.5527366113281247,0.03626442531236146,0.005856660834933267,6.0,5.0,2025-12-01 20:13:05+00:00,0.7819444444444444,131.3,0.00821917808219178
2025-12-01 21:00:00+00:00,2025-12-05 00:00:00+00:00,AVGO,AVGO251205C00260000,call,True,260.0,124.85,128.05,131.8,402.9599914550781,1.5996113769531248,0.03626442531236146,0.005856660834933267,2.0,1.0,2025-12-01 15:46:37+00:00,5.223055555555556,126.45,0.00821917808219178
2025-12-01 21:00:00+00:00,2025-12-05 00:00:00+00:00,AVGO,AVGO251205C00265000,call,True,265.0,119.45,123.05,127.3,402.9599914550781,1.376956240234375,0.03626442531236146,0.005856660834933267,2.0,1.0,2025-12-01 17:29:15+00:00,3.5125,121.25,0.00821917808219178
2025-12-01 21:00:00+00:00,2025-12-05 00:00:00+00:00,AVGO,AVGO251205C00267500,call,True,267.5,116.95,120.55,119.65,402.9599914550781,1.3457063964843747,0.03626442531236146,0.005856660834933267,1.0,1.0,2025-11-25 20:49:59+00:00,144.16694444444445,118.75,0.00821917808219178
2025-12-01 21:00:00+00:00,2025-12-05 00:00:00+00:00,AVGO,AVGO251205C00270000,call,True,270.0,114.45,118.05,100.9,402.9599914550781,1.3144565527343748,0.03626442531236146,0.005856660834933267,2.0,11.0,2025-11-24 15:58:21+00:00,173.0275,116.25,0.00821917808219178
2025-12-01 21:00:00+00:00,2025-12-05 00:00:00+00:00,AVGO,AVGO251205C00272500,call,True,272.5,112.35,115.55,117.38,402.9599914550781,1.4306669091796875,0.03626442531236146,0.005856660834933267,1.0,1.0,2025-11-26 15:08:32+00:00,125.85777777777778,113.94999999999999,0.00821917808219178
2025-12-01 21:00:00+00:00,2025-12-05 00:00:00+00:00,AVGO,AVGO251205C00275000,call,True,275.0,109.6,112.85,94.6,402.9599914550781,1.23047259765625,0.03626442531236146,0.005856660834933267,,1.0,2025-10-28 14:02:07+00:00,822.9647222222222,111.225,0.00821917808219178
2025-12-01 21:00:00+00:00,2025-12-05 00:00:00+00:00,AVGO,AVGO251205C00280000,call,True,280.0,104.75,107.85,121.38,402.9599914550781,1.236331943359375,0.03626442531236146,0.005856660834933267,14.0,18.0,2025-11-28 15:11:51+00:00,77.8025,106.3,0.00821917808219178
2025-12-01 21:00:00+00:00,2025-12-05 00:00:00+00:00,AVGO,AVGO251205C00285000,call,True,285.0,99.5,103.25,111.13,402.9599914550781,1.2265663671875,0.03626442531236146,0.005856660834933267,2.0,17.0,2025-11-26 19:07:35+00:00,121.87361111111112,101.375,0.00821917808219178
2025-12-01 21:00:00+00:00,2025-12-05 00:00:00+00:00,AVGO,AVGO251205C00290000,call,True,290.0,94.4,97.85,102.31,402.9599914550781,0.92187578125,0.03626442531236146,0.005856660834933267,2.0,16.0,2025-12-01 16:07:20+00:00,4.877777777777778,96.125,0.00821917808219178
2025-12-01 21:00:00+00:00,2025-12-05 00:00:00+00:00,AVGO,AVGO251205C00292500,call,True,292.5,92.35,95.55,82.09,402.9599914550781,1.173832255859375,0.03626442531236146,0.005856660834933267,,4.0,2025-11-24 16:13:10+00:00,172.78055555555557,93.94999999999999,0.00821917808219178
2025-12-01 21:00:00+00:00,2025-12-05 00:00:00+00:00,AVGO,AVGO251205C00295000,call,True,295.0,89.6,93.2,97.78,402.9599914550781,1.1171919140625,0.03626442531236146,0.005856660834933267,1.0,11.0,2025-12-01 17:45:37+00:00,3.2397222222222224,91.4,0.00821917808219178
2025-12-01 21:00:00+00:00,2025-12-05 00:00:00+00:00,AVGO,AVGO251205C00297500,call,True,297.5,87.0,90.55,102.44,402.9599914550781,1.01172369140625,0.03626442531236146,0.005856660834933267,1.0,5.0,2025-11-28 16:06:15+00:00,76.89583333333333,88.775,0.00821917808219178
2025-12-01 21:00:00+00:00,2025-12-05 00:00:00+00:00,AVGO,AVGO251205C00300000,call,True,300.0,84.85,88.1,88.0,402.9599914550781,1.091801416015625,0.03626442531236146,0.005856660834933267,1.0,55.0,2025-12-01 19:19:29+00:00,1.6752777777777779,86.475,0.00821917808219178
2025-12-01 21:00:00+00:00,2025-12-05 00:00:00+00:00,AVGO,AVGO251205C00302500,call,True,302.5,82.15,85.6,83.15,402.9599914550781,1.013676806640625,0.03626442531236146,0.005856660834933267,1.0,4.0,2025-11-25 14:30:17+00:00,150.49527777777777,83.875,0.00821917808219178
2025-12-01 21:00:00+00:00,2025-12-05 00:00:00+00:00,AVGO,AVGO251205C00305000,call,True,305.0,79.6,83.05,85.72,402.9599914550781,0.9570316796874999,0.03626442531236146,0.005856660834933267,10.0,38.0,2025-12-01 18:58:40+00:00,2.022222222222222,81.32499999999999,0.00821917808219178
