date,expiry,symbol,contractSymbol,type,inTheMoney,strike,bid,ask,last,underlying,iv_mkt,rate,div_yield,volume,openInterest,lastTradeDate,quote_age_hours,mid,T
2025-11-25 21:00:00+00:00,2025-11-28 00:00:00+00:00,SMH,SMH251128C00220000,call,True,220.0,118.15,121.85,118.92,339.1199951171875,3.0449242626953126,0.03664046288143184,0.0031581741431374504,,2,2025-11-24 19:53:27+00:00,25.109166666666667,120.0,0.005479452054794521
2025-11-25 21:00:00+00:00,2025-11-28 00:00:00+00:00,SMH,SMH251128C00225000,call,True,225.0,112.5,116.85,113.94,339.1199951171875,2.9135769348144533,0.03664046288143184,0.0031581741431374504,,2,2025-11-24 19:53:27+00:00,25.109166666666667,114.675,0.005479452054794521
2025-11-25 21:00:00+00:00,2025-11-28 00:00:00+00:00,SMH,SMH251128C00230000,call,True,230.0,107.8,111.9,106.7,339.1199951171875,2.800784248046875,0.03664046288143184,0.0031581741431374504,1.0,3,2025-11-25 19:42:37+00:00,1.2897222222222222,109.85,0.005479452054794521
2025-11-25 21:00:00+00:00,2025-11-28 00:00:00+00:00,SMH,SMH251128C00245000,call,True,245.0,92.5,96.9,93.48,339.1199951171875,2.4248086254882812,0.03664046288143184,0.0031581741431374504,4.0,1,2025-11-24 17:22:34+00:00,27.62388888888889,94.7,0.005479452054794521
2025-11-25 21:00:00+00:00,2025-11-28 00:00:00+00:00,SMH,SMH251128C00250000,call,True,250.0,87.55,91.9,89.7,339.1199951171875,2.302738618164062,0.03664046288143184,0.0031581741431374504,11.0,46,2025-11-24 20:30:32+00:00,24.49111111111111,89.725,0.005479452054794521
2025-11-25 21:00:00+00:00,2025-11-28 00:00:00+00:00,SMH,SMH251128C00255000,call,True,255.0,82.55,86.9,84.73,339.1199951171875,2.183110010986328,0.03664046288143184,0.0031581741431374504,4.0,6,2025-11-24 20:30:32+00:00,24.49111111111111,84.725,0.005479452054794521
2025-11-25 21:00:00+00:00,2025-11-28 00:00:00+00:00,SMH,SMH251128C00265000,call,True,265.0,72.55,76.9,72.0,339.1199951171875,1.9477541674804688,0.03664046288143184,0.0031581741431374504,5.0,12,2025-11-25 18:39:07+00:00,2.3480555555555553,74.725,0.005479452054794521
2025-11-25 21:00:00+00:00,2025-11-28 00:00:00+00:00,SMH,SMH251128C00270000,call,True,270.0,67.55,71.9,67.01,339.1199951171875,1.8320320898437497,0.03664046288143184,0.0031581741431374504,4.0,5,2025-11-25 18:39:07+00:00,2.3480555555555553,69.725,0.005479452054794521
2025-11-25 21:00:00+00:00,2025-11-28 00:00:00+00:00,SMH,SMH251128C00275000,call,True,275.0,62.55,66.9,61.23,339.1199951171875,1.7172865698242186,0.03664046288143184,0.0031581741431374504,2.0,33,2025-11-24 15:56:31+00:00,29.058055555555555,64.725,0.005479452054794521
2025-11-25 21:00:00+00:00,2025-11-28 00:00:00+00:00,SMH,SMH251128C00280000,call,True,280.0,57.55,61.95,59.76,339.1199951171875,1.6147480200195314,0.03664046288143184,0.0031581741431374504,28.0,37,2025-11-24 20:52:57+00:00,24.1175,59.75,0.005479452054794521
